qid,text,answer,source,text_norm
PWB_1,I like most parts of my personality.2,Emotional,Human04,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human05,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human06,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Spiritual,Human07,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Social,Human08,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human09,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human10,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human11,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human12,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human13,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human14,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human15,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human16,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human17,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Spiritual,Human18,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human19,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human20,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human21,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human22,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Spiritual,Human23,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Physical,Human24,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Spiritual,Human25,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human26,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human27,I like most parts of my personality
PWB_1,I like most parts of my personality.2,Emotional,Human28,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human01,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human02,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human03,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human04,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human05,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human06,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Spiritual,Human07,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Social,Human08,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human09,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human10,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human11,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human12,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human13,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human14,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human15,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human16,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human17,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Intellectual,Human18,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human19,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human20,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human21,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human22,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Spiritual,Human23,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human24,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Spiritual,Human25,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human26,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human27,I like most parts of my personality
PWB_1,I like most parts of my personality.3,Emotional,Human28,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human01,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human02,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human03,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human04,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human05,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human06,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Spiritual,Human07,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Social,Human08,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human09,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human10,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human11,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human12,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human13,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human14,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human15,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human16,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human17,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Environmental,Human18,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human19,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human20,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human21,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human22,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Spiritual,Human23,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human24,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Spiritual,Human25,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human26,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Social,Human27,I like most parts of my personality
PWB_1,I like most parts of my personality.4,Emotional,Human28,I like most parts of my personality
PWB_10,I sometimes feel as if I've done all there is to do in life.,Emotional,Human01,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Emotional,Human02,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Emotional,Human03,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human04,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human05,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human06,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human07,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human08,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Emotional,Human09,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human10,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human11,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human12,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human13,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Intellectual,Human14,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human15,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Occupational,Human16,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human17,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human18,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Occupational,Human19,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human20,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human21,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human22,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Social,Human23,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Occupational,Human24,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human25,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human26,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Spiritual,Human27,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.,Intellectual,Human28,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Emotional,Human01,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Emotional,Human02,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Emotional,Human03,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human04,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human05,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human06,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Emotional,Human07,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human08,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Emotional,Human09,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human10,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human11,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human12,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human13,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Intellectual,Human14,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human15,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Occupational,Human16,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Emotional,Human17,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Emotional,Human18,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Intellectual,Human19,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human20,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human21,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human22,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Occupational,Human23,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Occupational,Human24,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human25,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human26,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Spiritual,Human27,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.2,Intellectual,Human28,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Emotional,Human01,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Emotional,Human02,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Intellectual,Human03,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human04,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human05,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human06,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human07,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human08,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Emotional,Human09,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human10,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human11,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human12,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human13,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Intellectual,Human14,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Emotional,Human15,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Occupational,Human16,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Emotional,Human17,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Intellectual,Human18,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Occupational,Human19,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human20,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human21,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human22,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Occupational,Human23,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Occupational,Human24,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human25,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human26,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Spiritual,Human27,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.3,Environmental,Human28,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Emotional,Human01,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Emotional,Human02,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Emotional,Human03,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human04,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human05,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human06,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human07,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human08,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Emotional,Human09,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human10,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human11,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human12,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human13,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Intellectual,Human14,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Emotional,Human15,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Occupational,Human16,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human17,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Environmental,Human18,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Emotional,Human19,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human20,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human21,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human22,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Occupational,Human23,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Occupational,Human24,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human25,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human26,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Spiritual,Human27,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.4,Environmental,Human28,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.5,Emotional,Human01,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.5,Emotional,Human02,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.5,Emotional,Human03,I sometimes feel as if I've done all there is to do in life
PWB_10,I sometimes feel as if I've done all there is to do in life.5,Spiritual,Human04,I sometimes feel as if I've done all there is to do in life
