qid,text_norm,answer,source
CD_RISC_22,I feel like I am in control,Financial,ChatGPT-5.2
CD_RISC_22,I feel like I am in control,Financial,ChatGPT-5.2
CD_RISC_22,I feel like I am in control,Financial,ChatGPT-5.2
CD_RISC_22,I feel like I am in control,Financial,ChatGPT-5.2
CD_RISC_22,I feel like I am in control,Financial,ChatGPT-5.2
CD_RISC_22,I feel like I am in control,Financial,ChatGPT-5.2
CD_RISC_22,I feel like I am in control,Financial,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_1,I like most parts of my personality,Social,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_10,I sometimes feel as if I've done all there is to do in life,Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far",Occupational,ChatGPT-5.2
